venue,state,date,link
Dubbo,NSW,2023-06-26,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun26,NSW,Dubbo"
Dubbo,NSW,2023-07-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul10,NSW,Dubbo"
Dubbo,NSW,2023-07-28,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul28,NSW,Dubbo"
Dubbo,NSW,2023-08-13,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug13,NSW,Dubbo"
Bordertown,SA,2023-03-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar05,SA,Bordertown"
Bordertown,SA,2023-05-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May12,SA,Bordertown"
Bordertown,SA,2023-06-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun04,SA,Bordertown"
Bordertown,SA,2023-07-16,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul16,SA,Bordertown"
Bordertown,SA,2023-08-13,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug13,SA,Bordertown"
Coleraine,VIC,2023-08-13,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug13,VIC,Coleraine"
Gladstone,QLD,2023-04-08,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr08,QLD,Gladstone"
Gladstone,QLD,2023-05-27,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May27,QLD,Gladstone"
Gladstone,QLD,2023-06-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun24,QLD,Gladstone"
Gladstone,QLD,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,QLD,Gladstone"
Longreach,QLD,2023-03-25,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar25,QLD,Longreach"
Longreach,QLD,2023-04-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr03,QLD,Longreach"
Longreach,QLD,2023-04-22,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr22,QLD,Longreach"
Longreach,QLD,2023-05-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May06,QLD,Longreach"
Longreach,QLD,2023-06-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun03,QLD,Longreach"
Longreach,QLD,2023-07-23,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul23,QLD,Longreach"
Longreach,QLD,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,QLD,Longreach"
Casino,NSW,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,NSW,Casino"
Cunnamulla,QLD,2023-03-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar04,QLD,Cunnamulla"
Cunnamulla,QLD,2023-04-25,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr25,QLD,Cunnamulla"
Cunnamulla,QLD,2023-05-20,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May20,QLD,Cunnamulla"
Cunnamulla,QLD,2023-06-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun03,QLD,Cunnamulla"
Cunnamulla,QLD,2023-07-01,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul01,QLD,Cunnamulla"
Cunnamulla,QLD,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,QLD,Cunnamulla"
Townsville,QLD,2023-02-28,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Feb28,QLD,Townsville"
Townsville,QLD,2023-03-09,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar09,QLD,Townsville"
Townsville,QLD,2023-03-16,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar16,QLD,Townsville"
Townsville,QLD,2023-03-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar24,QLD,Townsville"
Townsville,QLD,2023-04-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr06,QLD,Townsville"
Townsville,QLD,2023-04-15,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr15,QLD,Townsville"
Townsville,QLD,2023-04-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr24,QLD,Townsville"
Townsville,QLD,2023-05-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May05,QLD,Townsville"
Townsville,QLD,2023-05-19,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May19,QLD,Townsville"
Townsville,QLD,2023-05-30,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May30,QLD,Townsville"
Townsville,QLD,2023-06-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun10,QLD,Townsville"
Townsville,QLD,2023-06-15,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun15,QLD,Townsville"
Townsville,QLD,2023-06-27,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun27,QLD,Townsville"
Townsville,QLD,2023-07-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul04,QLD,Townsville"
Townsville,QLD,2023-07-21,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul21,QLD,Townsville"
Townsville,QLD,2023-07-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul29,QLD,Townsville"
Townsville,QLD,2023-08-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug06,QLD,Townsville"
Townsville,QLD,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,QLD,Townsville"
Prairie,QLD,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,QLD,Prairie"
Kerang,VIC,2023-04-08,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr08,VIC,Kerang"
Kerang,VIC,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,VIC,Kerang"
Louth,NSW,2023-08-12,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug12,NSW,Louth"
Muswellbrook,NSW,2023-01-16,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jan16,NSW,Muswellbrook"
Muswellbrook,NSW,2023-03-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar10,NSW,Muswellbrook"
Muswellbrook,NSW,2023-03-31,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar31,NSW,Muswellbrook"
Muswellbrook,NSW,2023-04-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr10,NSW,Muswellbrook"
Muswellbrook,NSW,2023-04-28,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr28,NSW,Muswellbrook"
Muswellbrook,NSW,2023-05-21,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May21,NSW,Muswellbrook"
Muswellbrook,NSW,2023-06-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun04,NSW,Muswellbrook"
Muswellbrook,NSW,2023-07-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul03,NSW,Muswellbrook"
Muswellbrook,NSW,2023-07-30,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul30,NSW,Muswellbrook"
Muswellbrook,NSW,2023-08-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug11,NSW,Muswellbrook"
Balaklava,SA,2023-03-01,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar01,SA,Balaklava"
Balaklava,SA,2023-03-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar29,SA,Balaklava"
Balaklava,SA,2023-04-19,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr19,SA,Balaklava"
Balaklava,SA,2023-05-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May10,SA,Balaklava"
Balaklava,SA,2023-05-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May24,SA,Balaklava"
Balaklava,SA,2023-06-14,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun14,SA,Balaklava"
Balaklava,SA,2023-06-28,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun28,SA,Balaklava"
Balaklava,SA,2023-07-30,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul30,SA,Balaklava"
Balaklava,SA,2023-08-09,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug09,SA,Balaklava"
Gundagai,NSW,2023-04-16,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr16,NSW,Gundagai"
Gundagai,NSW,2023-08-08,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug08,NSW,Gundagai"
Dalby,QLD,2023-03-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar04,QLD,Dalby"
Dalby,QLD,2023-04-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr04,QLD,Dalby"
Dalby,QLD,2023-04-22,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr22,QLD,Dalby"
Dalby,QLD,2023-06-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun06,QLD,Dalby"
Dalby,QLD,2023-08-07,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug07,QLD,Dalby"
Port Hedland,WA,2023-05-20,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May20,WA,Port Hedland"
Port Hedland,WA,2023-06-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun04,WA,Port Hedland"
Port Hedland,WA,2023-06-17,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun17,WA,Port Hedland"
Port Hedland,WA,2023-07-02,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul02,WA,Port Hedland"
Port Hedland,WA,2023-07-22,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul22,WA,Port Hedland"
Port Hedland,WA,2023-08-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug06,WA,Port Hedland"
bet365 Park Wodonga,VIC,2023-04-21,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr21,VIC,bet365 Park Wodonga"
bet365 Park Wodonga,VIC,2023-05-27,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May27,VIC,bet365 Park Wodonga"
bet365 Park Wodonga,VIC,2023-08-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug06,VIC,bet365 Park Wodonga"
Forbes,NSW,2023-08-06,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug06,NSW,Forbes"
Gilgandra,NSW,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,NSW,Gilgandra"
Muttaburra,QLD,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,QLD,Muttaburra"
Richmond,QLD,2023-06-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun10,QLD,Richmond"
Richmond,QLD,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,QLD,Richmond"
Flemington,VIC,2023-03-04,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar04,VIC,Flemington"
Flemington,VIC,2023-03-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar11,VIC,Flemington"
Flemington,VIC,2023-03-25,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar25,VIC,Flemington"
Flemington,VIC,2023-05-13,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May13,VIC,Flemington"
Flemington,VIC,2023-05-20,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May20,VIC,Flemington"
Flemington,VIC,2023-06-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun03,VIC,Flemington"
Flemington,VIC,2023-06-17,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun17,VIC,Flemington"
Flemington,VIC,2023-07-01,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul01,VIC,Flemington"
Flemington,VIC,2023-07-15,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul15,VIC,Flemington"
Flemington,VIC,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,VIC,Flemington"
Casterton,VIC,2023-05-14,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May14,VIC,Casterton"
Casterton,VIC,2023-06-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun11,VIC,Casterton"
Casterton,VIC,2023-07-23,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul23,VIC,Casterton"
Casterton,VIC,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,VIC,Casterton"
Yeppoon,QLD,2023-04-22,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr22,QLD,Yeppoon"
Yeppoon,QLD,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,QLD,Yeppoon"
Roxby Downs,SA,2023-08-05,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug05,SA,Roxby Downs"
Swan Hill,VIC,2023-03-19,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar19,VIC,Swan Hill"
Swan Hill,VIC,2023-04-17,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr17,VIC,Swan Hill"
Swan Hill,VIC,2023-06-09,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun09,VIC,Swan Hill"
Swan Hill,VIC,2023-06-10,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun10,VIC,Swan Hill"
Swan Hill,VIC,2023-06-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun11,VIC,Swan Hill"
Swan Hill,VIC,2023-08-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug03,VIC,Swan Hill"
Sale,VIC,2023-02-22,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Feb22,VIC,Sale"
Sale,VIC,2023-03-17,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar17,VIC,Sale"
Sale,VIC,2023-04-02,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr02,VIC,Sale"
Sale,VIC,2023-04-23,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr23,VIC,Sale"
Sale,VIC,2023-05-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May24,VIC,Sale"
Sale,VIC,2023-06-07,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun07,VIC,Sale"
Sale,VIC,2023-06-22,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun22,VIC,Sale"
Sale,VIC,2023-07-07,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul07,VIC,Sale"
Sale,VIC,2023-07-23,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul23,VIC,Sale"
Sale,VIC,2023-08-02,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Aug02,VIC,Sale"
Corowa,NSW,2023-03-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar11,NSW,Corowa"
Corowa,NSW,2023-07-03,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul03,NSW,Corowa"
Corowa,NSW,2023-07-31,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul31,NSW,Corowa"
Wellington,NSW,2023-03-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar24,NSW,Wellington"
Wellington,NSW,2023-03-26,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar26,NSW,Wellington"
Wellington,NSW,2023-05-01,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May01,NSW,Wellington"
Wellington,NSW,2023-05-28,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May28,NSW,Wellington"
Wellington,NSW,2023-07-08,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul08,NSW,Wellington"
Wellington,NSW,2023-07-31,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul31,NSW,Wellington"
Sapphire Coast,NSW,2023-01-28,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jan28,NSW,Sapphire Coast"
Sapphire Coast,NSW,2023-03-18,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar18,NSW,Sapphire Coast"
Sapphire Coast,NSW,2023-03-31,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Mar31,NSW,Sapphire Coast"
Sapphire Coast,NSW,2023-04-24,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Apr24,NSW,Sapphire Coast"
Sapphire Coast,NSW,2023-05-07,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May07,NSW,Sapphire Coast"
Sapphire Coast,NSW,2023-06-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun11,NSW,Sapphire Coast"
Sapphire Coast,NSW,2023-07-30,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul30,NSW,Sapphire Coast"
Roebourne,WA,2023-06-11,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jun11,WA,Roebourne"
Roebourne,WA,2023-07-15,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul15,WA,Roebourne"
Roebourne,WA,2023-07-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul29,WA,Roebourne"
Corfield,QLD,2023-07-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul29,QLD,Corfield"
Middlemount,QLD,2023-07-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul29,QLD,Middlemount"
St George,QLD,2023-07-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul29,QLD,St George"
Tambo,QLD,2023-05-27,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023May27,QLD,Tambo"
Tambo,QLD,2023-07-29,"https://racingaustralia.horse/FreeFields/Results.aspx?Key=2023Jul29,QLD,Tambo"
